id,title,author
6237,"In Our First Year of the War","Woodrow Wilson"
6238,"The Three Commanders","W.H.G. Kingston"
6239,Quilts,"Marie D. Webster"
6240,"Nan Sherwood at Palm Beach","Annie Roe Carr"
6241,"Chips From A German Workshop - Volume I","Friedrich Max  Mueller"
6242,"The Making of a Trade School","Mary Schenck Woolman"
6243,"New Italian sketches","John Addington Symonds"
6244,"Anting-Anting Stories","Sargent Kayme"
6245,"William Black","John Maclean"
6246,"The Daughter of a Magnate","Frank H. Spearman"
6247,"Some Personal Recollections of Dr. Janeway","James Bayard Clark"
6248,"Samuel Brohl & Company","Victor Cherbuliez"
6249,"The Ghost Breaker","Paul Dickey"
6250,"On the Vice of Novel Reading.","Young E. Allison"
6251,"The Woman with a Stone Heart","Oscar William Coursey"
6252,"By Proxy","Gordon Randall Garrett"
6253,"The Biology, Physiology and Sociology of Reproduction","Winfield S. Hall"
6254,"Bamboo Tales","Ira L. Reeves"
6255,"The Crusade of the Excelsior","Bret Harte"
6256,"The Negro at Work in New York City","George Edmund Haynes"
6257,"Stories of New Jersey","Frank Richard Stockton"
6258,"The Western World","W.H.G. Kingston"
6259,"Danger! A True History of a Great City's Wiles and Temptations","William Howe"
6260,"Amateur Fish Culture","Charles Edward  Walker"
6261,"Punch, or the London Charivari, Vol. 146, May 20, 1914",Various
6262,"Letters from Port Royal",Various
6263,"Stories from English History","Hilda T. Skae"
6264,"A History of Art for Beginners and Students: Painting, Sculpture, Architecture","Clara Erskine Clement"
6265,"Spontaneous Activity in Education","Maria Montessori"
6266,"Stories Of Georgia","Joel Chandler Harris"
6267,Mary-'Gusta,"Joseph C. Lincoln"
6268,"Myths & Legends of our New Possessions & Protectorate","Charles M. Skinner"
6269,"Stanford Stories","Charles K. Field"
6270,"Bidwell's Travels, from Wall Street to London Prison","Austin Biron Bidwell"
6271,"The Battle of Spring Hill, Tennessee","John K. Shellenberger"
6272,"The Campaign of Trenton 1776-77","Samuel Adams Drake"
6273,"The Valley of the Kings","Marmaduke Pickthall"
6274,"The Loss of the Kent, East Indiaman, in the Bay of Biscay","Duncan McGregor"
6275,"Mizora: A Prophecy","Mary E. Bradley"
6276,"Achenwall's Observations on North America","Gottfried Achenwall"
6277,"Wit and Wisdom of Don Quixote","Miguel de Cervantes Saavedra"
6278,"Captain Cook","W.H.G. Kingston"
6279,"The Story of General Gordon","Jeanie Lang"
6280,"Diggers in the Earth","Eva March Tappan"
6281,"The World Peril of 1910","George Griffith"
6282,"A Treatise on the Tactical Use of the Three Arms: Infantry, Artillery, and Cavalry","Francis J.  Lippitt"
6283,"Jack O' Judgment","Edgar Wallace"
6284,"The Opal Serpent","Fergus Hume"
6285,"'THE CIRCUS BOYS ON THE PLAINS; Or, The Young",Unknown
6286,"A Prisoner of Morro","Upton Sinclair"
6287,"Tutors' Lane","Wilmarth Lewis"
6288,"Up the River","Oliver Optic"
6289,"Celebrated Travels and Travellers","Jules Verne"
6290,"The Letters of Queen Victoria, Vol 2 (of 3), 1844-1853","Queen Victoria"
6291,"The Birth of Yugoslavia, Volume 2","Henry Baerlein"
6292,"The Royal Pawn of Venice","Mrs. Lawrence Turnbull"
6293,"Games and Play for School Morale",Various
6294,"Blow The Man Down","Holman Day"
6295,"The Arbiter","Lady F. E. E. Bell"
6296,"A History of Sea Power","William Oliver Stevens and Allan Westcott"
6297,"America First",Various
6298,"The Escape of Mr. Trimm","Irvin S. Cobb"
6299,"Darwin, and After Darwin (Vol. 1 and 3, of 3)","George John Romanes"
6300,"The Rider in Khaki","Nat Gould"
6301,"John Frewen, South Sea Whaler","Louis Becke"
6302,"A Memory Of The Southern Seas","Louis Becke"
6303,"All Afloat","William Wood"
6304,"The Better Germany in War Time","Harold Picton"
6305,"The Three Midshipmen","W.H.G. Kingston"
6306,"The Forest Exiles","Mayne Reid"
6307,"Translations of German Poetry in American Magazines 1741-1810","Edward Ziegler Davis"
6308,"Life at Puget Sound: With Sketches of Travel in Washington Territory, British Columbia, Oregon and California","Caroline C. Leighton"
6309,"Sketches of Travel in Normandy and Maine","Edward A. Freeman"
6310,Hesperus,"Charles Sangster"
6311,"Diamond Dyke","George Manville Fenn"
6312,"The Queen's Twin and Other Stories","Sarah Orne Jewett"
6313,Rita,"Laura E. Richards"
6314,"Ridan The Devil And Other Stories","Louis Becke"
6315,"Rodman The Boatsteerer And Other Stories","Louis Becke"
6316,"The Trader's Wife","Louis Becke"
6317,Tessa,"Louis Becke"
6318,"The Re-echo Club","Carolyn Wells"
6319,"Friendly Visiting among the Poor","Mary Ellen Richmond"
6320,"Lippincott's Magazine, Vol. 26, August, 1880",Various
6321,"The Eugenic Marriage, Vol 2 (of 4)","W. Grant Hague"
6322,"The Story of Wool","Sara Ware Bassett"
6323,"Turned Adrift","Harry Collingwood"
6324,"Samuel Richardson's Introduction to Pamela","Samuel Richardson"
6325,"The Premiere","Richard Sabia"
6326,"A Lieutenant at Eighteen","Oliver Optic"
6327,"The Cost of Living Among Wage-Earners","National Industrial Conference Board"
6328,"The Stars, My Brothers","Edmond Hamilton"
6329,"Lucy Maud Montgomery Short Stories, 1896 to 1901","Lucy Maud Montgomery"
6330,"Lucy Maud Montgomery Short Stories, 1902 to 1903","Lucy Maud Montgomery"
6331,"Lucy Maud Montgomery Short Stories, 1904","Lucy Maud Montgomery"
6332,"Lucy Maud Montgomery Short Stories, 1905 to 1906","Lucy Maud Montgomery"
6333,"Lucy Maud Montgomery Short Stories, 1907 to 1908","Lucy Maud Montgomery"
6334,"Lucy Maud Montgomery Short Stories, 1909 to 1922","Lucy Maud Montgomery"
6335,"Curious, if True","Elizabeth Gaskell"
6336,"The Wreck of the Titan","Morgan Robertson"
6337,"Privateering and Piracy in the Colonial Period",Various
6338,"New and Original Theories of the Great Physical Forces","Henry Raymond Rogers"
6339,"Commercial Geography","Jacques W. Redway"
6340,"The Atlantic Monthly, Volume 14, No. 85, November, 1864",Various
6341,"The Greater Love","George T. McCarthy"
6342,"Moby Dick; or The Whale","Herman Melville"
6343,"Stray Leaves from an Arctic Journal;","Sherard Osborn"
6344,"Chambers's Edinburgh Journal, No. 441",Various
6345,"In Mesopotamia","Martin Swayne"
6346,"The Call Of The South","Louis Becke"
6347,"The Ebbing Of The Tide","Louis Becke"
6348,"The Great White Tribe in Filipinia","Paul T. Gilbert"
6349,"Robert Elsmere","Mrs. Humphry Ward"
6350,"The Annual Catalogue: Numb. II. (1738)",Various
6351,"The American Type of Isthmian Canal","John Fairfield Dryden"
6352,"The International Monthly, Volume 2, No. 4, March, 1851",Various
6353,"Molly Brown's Senior Days","Nell Speed"
6354,"Golden Days for Boys and Girls",Various
6355,"History of the Eighty-sixth Regiment, Illinois Volunteer Infantry, during its term of service","John R. Kinnear"
6356,"The Lady and the Pirate","Emerson Hough"
6357,"The Golden Magnet","George Manville Fenn"
6358,"The Last Woman","Ross Beeckman"
6359,"Young Glory and the Spanish Cruiser","Walter Fenton Mott"
6360,"Wappin' Wharf","Charles S. Brooks"
6361,"Crown and Anchor","John Conroy Hutcheson"
6362,"Hollowdell Grange","George Manville Fenn"
6363,"The Book of All-Power","Edgar Wallace"
6364,"It's like this, cat","Emily Neville"
6365,"The Variation of Animals and Plants Under Domestication, Vol. I.","Charles Darwin"
6366,"In the Mahdi's Grasp","George Manville Fenn"
6367,"The Green Rust","Edgar Wallace"
6368,"Glances at Europe","Horace Greeley"
6369,"Elements of Agricultural Chemistry","Thomas Anderson"
6370,"The Tribune of Nova Scotia","W. L. (William Lawson) Grant"
6371,"The Man Who Knew","Edgar Wallace"
6372,"Famous Tales of Fact and Fancy",Various
6373,"Mushrooms: how to grow them","William Falconer"
6374,"Mediaeval Wales","A. G. Little"
6375,"Susy, A Story of the Plains","Bret Harte"
6376,"Bradford's History of 'Plimoth Plantation'","William Bradford"
6377,"The War in South Africa","Arthur Conan Doyle"
6378,"Amona; The Child; And The Beast; And Others","Louis Becke"
6379,"The Flemmings And 'Flash Harry' Of Savait","Louis Becke"
6380,"'Pig-Headed' Sailor Men","Louis Becke"
6381,"Working With the Working Woman","Cornelia Stratton Parker"
6382,"Our Village","Mary Russell Mitford"
6383,"Allison Bain","Margaret Murray Robertson"
6384,"Behind the Scenes","Elizabeth Keckley"
6385,"Travels in the Far East","Ellen Mary Hayes Peck"
6386,"Reminiscences of Forts Sumter and Moultrie in 1860-'61","Abner Doubleday"
6387,"The Perfectionists","Arnold Castle"
6388,"Thirty Indian Legends","Margaret Bemister"
6389,"A Source Book for Ancient Church History","Joseph Cullen Ayer, Jr., Ph.D."
6390,"William Pitt and the Great War","John Holland Rose"
6391,"The Continental Monthly, Vol. 3, No. 1 January 1863",Various
6392,"Thirteen Chapters of American History","Theodore Sutro"
6393,"Wheat Growing in Australia","Australia Department of External Affairs"
6394,"The Americans In The South Seas","Louis Becke"
6395,"The Tapu Of Banderah","Louis Becke"
6396,"The Beginning Of The Sea Story Of Australia","Louis Becke"
6397,"Concerning 'Bully' Hayes","Louis Becke"
6398,"The Strange Adventure Of James Shervinton","Louis Becke"
6399,"The 1991 CIA World Factbook","United States.  Central Intelligence Agency."
6400,"A Brief History of the Internet","Michael Hart"
6401,"English Book Collectors","William Younger Fletcher"
6402,"An Old Man's Love","Anthony Trollope"
6403,"A Confederate Girl's Diary","Sarah Morgan Dawson"
6404,"Psychology and Social Sanity","Hugo Muensterberg"
6405,"Fifty Soups","Thomas J. Murrey"
6406,"An Essay on the Lyric Poetry of the Ancients","John Ogilvie"
6407,"The World's Greatest Books--Volume 14--Philosophy and Economics",Various
6408,"The Case Of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.","Friedrich Nietzsche."
6409,"Library of the World's Best Literature, Ancient and Modern -- Volume 11",Various
6410,"The House of Souls","Arthur Machen"
6411,"The Night of the Long Knives","Fritz Reuter Leiber"
6412,"Sir Walter Ralegh","William Stebbing"
6413,"Myths and Legends of California and the Old Southwest","Katharine Berry Judson"
6414,"Lippincott's Magazine, Vol. 22, November, 1878",Various
6415,"A Yacht Voyage Round England","W.H.G. Kingston"
6416,"Report of the Chief Librarian","J. O. Wilson and General Assembly Library (New Zealand)"
6417,"War and the Weird","Forbes Phillips"
6418,"Tam O' The Scoots","Edgar Wallace"
6419,"Some Cities and San Francisco and Resurgam","Hubert Howe Bancroft"
6420,Bilingualism,"N. A. Belcourt"
6421,"The Eugenic Marriage, Vol. 3 (of 4)","W. Grant Hague"
6422,Chanticleer,"Cornelius Mathews"
6423,"Blackwood's Edinburgh Magazine - Volume 55, No. 343, May 1844",Various
6424,"My Reminiscences of the Anglo-Boer War","Ben Viljoen"
6425,"Space Platform","Murray Leinster"
6426,"The Temptation of St. Antony","Gustave Flaubert"
6427,"The Odes of Casimire, Translated by G. Hils","Mathias Casimire Sarbiewski"
6428,"The Adventure Of Elizabeth Morey, of New York","Louis Becke"
6429,"The Sleeping Car","William D. Howells"
6430,"The New England Magazine Volume 1, No. 6, June, 1886, Bay State Monthly Volume 4, No. 6, June, 1886",Various
6431,"Blackwood's Edinburgh Magazine, Volume 54, No. 334, August 1843",Various
6432,"Blackwood's Edinburgh Magazine, Volume 56, Number 348",Various
6433,"Complete Poetical Works of Bret Harte","Bret Harte"
6434,"The Romany Rye","George Borrow"
6435,"The New England Magazine, Volume 1, No. 4, Bay State Monthly, Volume 4, No. 4, April, 1886",Various
6436,Overbeck,"J. Beavington Atkinson"
6437,"A Letter from Major Robert Carmichael-Smyth to His Friend, the Author of 'The Clockmaker'","Robert Carmichael-Smyth"
6438,Castellinaria,"Henry Festing Jones"
6439,"Stories in Light and Shadow","Bret Harte"
6440,"The Cricket","Marjorie Cooke"
6441,"The Stars & Stripes, Vol 1, No 1, February 8, 1918,","American Expeditionary Forces"
6442,"The Delegate from Venus","Henry Slesar"
6443,"Twenty Years of Hus'ling","J. P. Johnston"
6444,"Famous Sea Fights","John Richard Hale"
6445,"Reflections on Dr. Swift's Letter to Harley (1712) and The British Academy (1712)","John Oldmixon"
6446,"Harper's New Monthly Magazine, Vol. 3, July, 1851",Various
6447,"Historical Essays","James Ford Rhodes"
6448,"The Story of Commodore John Barry","Martin Griffin"
6449,"The Continental Monthly, Vol 2, No 6, December 1862",Various
6450,"Nobody's Boy","Hector Malot"
6451,"Historical Tales, Vol. 2 (of 15)","Charles Morris"
6452,"Ocean Steam Navigation and the Ocean Post","Thomas Rainey"
6453,Sarreo,"Louis Becke"
6454,"The South Seaman","Louis Becke"
6455,"The History of Henry Esmond, Esq.","W. M. Thackeray"
6456,"The Life of King Edward VII","J. Castell Hopkins"
6457,"The New England Magazine, Volume 1, No. 5, Bay State Monthly, Volume 4, No. 5, May, 1886",Various
6458,"With the Naval Brigade in Natal (1899-1900)","Charles Richard Newdigate Burne"
6459,"When Grandmamma Was New","Marion Harland"
6460,"The Conquest of Canada (Vol. 1 of 2)","George Warburton"
6461,"From Sail to Steam, Recollections of Naval Life","Captain A. T. Mahan"
6462,"Modern Saints and Seers","Jean Finot"
6463,"The Tiger Hunter","Mayne Reid"
6464,"Baboo Jabberjee, B.A.","F. Anstey"
6465,"The Candidate","Joseph Alexander Altsheler"
6466,"With the Guards' Brigade from Bloemfontein to Koomati Poort and Back","Edward P. Lowry"
6467,"T. Tembarom","Frances Hodgson Burnett"
6468,"The Curlytops and Their Playmates","Howard R. Garis"
6469,"A Voyage with Captain Dynamite","Charles Edward Rich"
6470,"Stepping Heavenward","Mrs. E. Prentiss"
6471,"The Young Bank Messenger","Horatio Alger"
6472,"Slow and Sure","Horatio Alger"
6473,"Tales of a Wayside Inn","Henry Wadsworth Longfellow"
6474,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Arkansas Narratives, Part 4","Work Projects Administration"
6475,Stubble,"George Looms"
6476,"Two on the Trail","Hulbert Footner"
6477,Redgauntlet,"Sir Walter Scott"
6478,"At Good Old Siwash","George Fitch"
6479,"The Flag of Distress","Mayne Reid"
6480,"Lincoln's Yarns and Stories","Alexander K. McClure"
6481,"Facts for the Kind-Hearted of England!","Jasper W. Rogers"
6482,"The Uncalled","Paul Laurence Dunbar"
6483,"Rollo in Scotland","Jacob Abbott"
6484,"Mysteries of Bee-keeping Explained","M. Quinby"
6485,"The Border Watch","Joseph A. Altsheler"
6486,"A Popular Account of Dr. Livingstone's Expedition to the Zambesi and Its Tributaries","David Livingstone"
6487,"A Tramp's Notebook","Morley Roberts"
6488,"The Continental Monthly, Vol 3 No 3, March 1863",Various
6489,"Blackwood's Edinburgh Magazine - Volume 54, No. 338, December 1843",Various
6490,"Copyright Law of the United States of America:","Library of Congress Copyright Office"
6491,"The Man","Bram Stoker"
6492,"The Land of Fire","Mayne Reid"
6493,"Blackwood's Edinburgh Magazine, Volume 56, Number 347, September, 1844",Various
6494,"The Masters and their Music","W. S. B. Mathews"
6495,"The Atlantic Monthly, Volume 18, No. 108, October, 1866",Various
6496,"The Memoirs of Victor Hugo","Victor Hugo"
6497,"The Return of Blue Pete","Luke Allan"
6498,"The Political History of England - Vol. X.","William Hunt"
6499,"Aviation in Peace and War","Sir Frederick Hugh Sykes"
6500,"Traditions of Lancashire, Volume 2 (of 2)","John Roby"
6501,"History of the English People, Volume VII (of 8)","John Richard Green"
6502,"Newfoundland and the Jingoes","John Fretwell"
6503,"Bell's Cathedrals: The Cathedral Church of St. Paul","Arthur Dimock"
6504,"Child-life in Art","Estelle M. Hurll"
6505,"The Varmint","Owen Johnson"
6506,"Margaret of Anjou","Jacob Abbott"
6507,"Line and Form (1900)","Walter Crane"
6508,"In Nesting Time","Olive Thorne Miller"
6509,"The Kirk on Rutgers Farm","Frederick Bruckbauer"
6510,"Chats on Household Curios","Fred W. Burgess"
6511,"Pharaoh's Broker","Ellsworth Douglass"
6512,"The Bad Boy At Home","Walter T. Gray"
6513,"The Shadow On The Dial, and Other Essays","Ambrose Bierce"
6514,"A Dominie in Doubt","A. S. Neill"
6515,"Eugenics and Other Evils","G. K. Chesterton"
6516,"An Accursed Race","Elizabeth Gaskell"
6517,"Frank Merriwell's Son","Burt L. Standish"
6518,"Fables in Slang","George Ade"
6519,"The International Monthly, Volume 3, No. 1, April, 1851",Various
6520,"The Great K. & A. Robbery","Paul Liechester Ford"
6521,"Deerfoot in The Mountains","Edward S. Ellis"
6522,"The Idea of God in Early Religions","F. B. Jevons"
6523,"The Works of Lord Byron, Volume 2","George Gordon Byron"
6524,"The 28th: A Record of War Service in the Australian Imperial Force, 1915-19, Vol. I","Herbert Brayley Collett"
6525,"The Incomparable 29th and the 'River Clyde'","George Davidson"
6526,"The Scarlet Letter","Nathaniel Hawthorne"
6527,"The Goose Man","Jacob Wassermann"
6528,"Openings in the Old Trail","Bret Harte"
6529,"Assimilative Memory","Marcus Dwight Larrowe (AKA Prof. A. Loisette)"
6530,"Boys and Girls Bookshelf; a Practical Plan of Character Building, Volume I (of 17)",Various
6531,"The Pocket R.L.S.","Robert Louis Stevenson"
6532,"The Idler Magazine, Volume III., July 1893",Various
6533,"Woodward's Graperies and Horticultural Buildings","George E. Woodward"
6534,"Boy Life","William Dean Howells"
6535,"Ben's Nugget","Horatio, Jr. Alger"
6536,"The Herapath Property","J. S. Fletcher"
6537,"The Malay Archipelago","Alfred Russell Wallace"
